ph,turbidity,tds,do,temperature,true_class,oracle_class,sample_id
6.799,2.866,124.018,6.706,26.876,POTABLE,MARGINAL,1292
2.519,90.595,915.217,1.205,22.256,NON_POTABLE,NON_POTABLE,1293
1.443,34.889,754.582,3.599,39.263,NON_POTABLE,NON_POTABLE,1294
4.631,51.281,699.062,3.343,30.486,NON_POTABLE,NON_POTABLE,1295
3.473,48.031,817.904,1.386,27.944,NON_POTABLE,NON_POTABLE,1296
6.775,0.0,477.844,9.249,29.283,POTABLE,POTABLE,1297
7.935,0.906,394.851,7.823,31.304,MARGINAL,POTABLE,1298
6.577,4.118,694.976,5.334,25.887,MARGINAL,MARGINAL,1299
7.552,15.356,476.62,5.051,29.439,MARGINAL,MARGINAL,1300
7.456,6.205,357.324,7.31,25.54,POTABLE,MARGINAL,1301
7.149,3.796,400.043,8.493,25.732,POTABLE,MARGINAL,1302
8.328,10.664,331.62,4.279,27.419,MARGINAL,MARGINAL,1303
3.313,64.403,1034.804,0.925,26.908,NON_POTABLE,NON_POTABLE,1304
2.88,59.532,745.737,4.154,24.117,NON_POTABLE,NON_POTABLE,1305
8.08,1.63,261.052,10.837,26.532,POTABLE,MARGINAL,1306
9.162,77.474,991.282,2.919,21.596,NON_POTABLE,NON_POTABLE,1307
4.068,43.099,1380.798,2.794,30.276,NON_POTABLE,NON_POTABLE,1308
7.975,0.0,417.413,9.804,21.076,POTABLE,POTABLE,1309
6.939,1.622,336.066,8.259,23.843,POTABLE,MARGINAL,1310
4.551,56.562,1032.489,2.342,26.235,NON_POTABLE,NON_POTABLE,1311
7.334,6.55,164.76,10.133,26.815,POTABLE,MARGINAL,1312
7.124,1.77,632.01,6.596,30.594,MARGINAL,MARGINAL,1313
7.292,0.497,275.676,8.244,26.569,POTABLE,POTABLE,1314
8.84,3.001,209.56,8.986,27.33,POTABLE,MARGINAL,1315
7.093,0.244,410.466,7.759,21.489,POTABLE,POTABLE,1316
7.932,9.653,586.97,4.173,28.751,MARGINAL,MARGINAL,1317
5.705,47.019,1038.966,1.112,23.494,NON_POTABLE,NON_POTABLE,1318
7.265,13.868,489.641,5.522,20.043,MARGINAL,MARGINAL,1319
7.295,0.046,304.663,9.157,22.63,POTABLE,POTABLE,1320
8.083,4.236,386.236,4.055,18.849,MARGINAL,MARGINAL,1321
7.746,0.0,390.36,7.467,33.163,MARGINAL,POTABLE,1322
8.07,0.0,260.469,9.759,23.697,POTABLE,POTABLE,1323
6.971,4.408,323.775,7.924,17.879,POTABLE,MARGINAL,1324
6.603,12.99,431.311,3.663,26.361,MARGINAL,MARGINAL,1325
4.399,28.526,680.389,1.999,13.524,NON_POTABLE,NON_POTABLE,1326
6.979,0.0,441.022,9.407,26.838,POTABLE,POTABLE,1327
7.378,4.183,350.125,10.313,22.14,POTABLE,MARGINAL,1328
6.467,1.087,235.128,7.659,25.062,POTABLE,MARGINAL,1329
6.638,8.328,429.272,5.167,24.097,MARGINAL,MARGINAL,1330
7.454,10.089,669.105,4.239,24.876,MARGINAL,MARGINAL,1331
8.701,15.512,465.879,4.226,29.962,MARGINAL,MARGINAL,1332
6.926,1.452,188.158,9.247,25.565,POTABLE,MARGINAL,1333
7.585,4.81,683.079,5.406,34.293,MARGINAL,MARGINAL,1334
6.336,1.191,353.679,9.111,24.418,POTABLE,MARGINAL,1335
7.062,4.544,394.54,5.716,24.829,MARGINAL,MARGINAL,1336
8.375,0.0,284.71,8.692,26.014,POTABLE,POTABLE,1337
2.891,57.792,932.321,2.92,22.554,NON_POTABLE,NON_POTABLE,1338
5.895,20.204,506.924,3.296,26.323,MARGINAL,MARGINAL,1339
6.47,16.638,445.638,6.267,31.347,MARGINAL,MARGINAL,1340
7.234,0.0,531.845,9.037,22.258,POTABLE,MARGINAL,1341
7.402,0.081,456.137,8.632,26.641,POTABLE,POTABLE,1342
7.336,3.206,548.176,5.307,23.615,MARGINAL,MARGINAL,1343
7.09,4.078,317.618,8.833,29.751,POTABLE,MARGINAL,1344
6.637,11.508,832.511,6.5,23.995,MARGINAL,MARGINAL,1345
3.377,62.933,1144.771,1.507,29.29,NON_POTABLE,NON_POTABLE,1346
7.727,0.03,381.815,6.172,21.498,MARGINAL,MARGINAL,1347
6.364,5.392,131.216,8.115,24.043,POTABLE,MARGINAL,1348
7.782,20.728,559.886,5.477,31.461,MARGINAL,MARGINAL,1349
6.844,3.936,287.923,9.58,26.785,POTABLE,MARGINAL,1350
4.171,58.835,1161.513,2.966,33.886,NON_POTABLE,NON_POTABLE,1351
7.617,12.058,587.434,4.613,29.049,MARGINAL,MARGINAL,1352
6.496,0.0,61.338,7.191,22.588,POTABLE,MARGINAL,1353
7.867,10.437,1082.856,3.38,30.343,NON_POTABLE,NON_POTABLE,1354
7.928,13.103,271.67,8.047,31.291,MARGINAL,MARGINAL,1355
4.92,23.074,923.553,2.837,27.729,NON_POTABLE,NON_POTABLE,1356
6.554,0.0,432.083,9.843,23.298,POTABLE,POTABLE,1357
7.385,0.0,493.822,8.461,26.625,POTABLE,POTABLE,1358
7.386,4.03,363.426,7.192,29.715,POTABLE,MARGINAL,1359
6.713,0.0,380.025,8.135,22.495,POTABLE,POTABLE,1360
6.481,14.765,391.131,4.556,31.076,MARGINAL,MARGINAL,1361
7.46,49.484,969.865,1.651,28.191,NON_POTABLE,NON_POTABLE,1362
7.174,91.709,1094.163,2.922,28.705,NON_POTABLE,NON_POTABLE,1363
7.857,11.857,768.581,3.615,37.381,MARGINAL,MARGINAL,1364
7.211,0.0,134.572,9.4,31.299,POTABLE,POTABLE,1365
7.072,0.0,239.581,9.504,21.094,POTABLE,POTABLE,1366
6.396,7.119,274.989,8.178,22.821,POTABLE,MARGINAL,1367
6.608,0.0,245.417,6.92,31.57,POTABLE,POTABLE,1368
6.162,2.771,383.27,4.177,29.965,MARGINAL,MARGINAL,1369
7.777,0.0,270.128,8.336,20.425,POTABLE,POTABLE,1370
6.761,2.629,231.505,8.043,21.685,POTABLE,MARGINAL,1371
6.441,0.0,502.743,7.428,27.188,POTABLE,MARGINAL,1372
7.535,4.322,360.641,8.776,25.542,POTABLE,MARGINAL,1373
11.515,37.644,1047.783,2.851,25.965,NON_POTABLE,NON_POTABLE,1374
6.909,0.245,318.738,7.21,24.684,POTABLE,POTABLE,1375
6.354,0.0,315.572,9.08,16.861,POTABLE,MARGINAL,1376
8.225,45.186,1253.176,3.415,27.312,NON_POTABLE,NON_POTABLE,1377
0.322,62.921,672.024,1.938,25.078,NON_POTABLE,NON_POTABLE,1378
2.99,32.257,943.866,0.343,30.489,NON_POTABLE,NON_POTABLE,1379
6.042,43.694,1061.36,1.895,32.229,NON_POTABLE,NON_POTABLE,1380
6.621,2.503,436.047,7.481,19.987,POTABLE,MARGINAL,1381
7.073,2.386,546.185,6.041,28.111,MARGINAL,MARGINAL,1382
7.409,17.619,462.274,6.184,21.892,MARGINAL,MARGINAL,1383
7.871,3.005,478.705,8.356,22.66,POTABLE,MARGINAL,1384
2.874,66.134,682.423,1.893,26.689,NON_POTABLE,NON_POTABLE,1385
6.881,0.0,177.564,9.551,20.743,POTABLE,POTABLE,1386
7.63,0.0,400.852,7.87,30.147,POTABLE,POTABLE,1387
5.554,18.507,921.051,0.992,18.207,NON_POTABLE,NON_POTABLE,1388
8.385,5.366,256.843,8.926,25.63,POTABLE,MARGINAL,1389
7.101,0.0,314.149,6.782,27.171,POTABLE,POTABLE,1390
7.27,0.0,401.646,9.092,22.895,POTABLE,POTABLE,1391
7.038,0.0,442.84,10.351,25.556,POTABLE,POTABLE,1392
7.054,9.453,636.639,3.934,30.967,MARGINAL,MARGINAL,1393
7.34,1.126,174.42,9.699,18.404,POTABLE,MARGINAL,1394
6.191,49.526,784.394,2.094,25.194,NON_POTABLE,NON_POTABLE,1395
4.46,31.833,483.047,4.217,22.231,NON_POTABLE,NON_POTABLE,1396
6.919,0.322,367.996,8.38,26.515,POTABLE,POTABLE,1397
3.204,79.103,1230.762,2.253,24.375,NON_POTABLE,NON_POTABLE,1398
6.828,0.934,223.041,7.329,27.91,POTABLE,POTABLE,1399
8.496,5.956,598.122,3.475,22.162,MARGINAL,MARGINAL,1400
7.765,5.843,712.969,6.615,27.521,MARGINAL,MARGINAL,1401
0.0,62.634,788.457,3.509,22.032,NON_POTABLE,NON_POTABLE,1402
7.05,2.454,461.563,8.57,20.912,POTABLE,MARGINAL,1403
6.943,4.114,237.991,9.776,26.07,POTABLE,MARGINAL,1404
5.813,0.0,225.655,8.361,21.018,POTABLE,MARGINAL,1405
7.051,39.007,947.29,3.108,28.565,NON_POTABLE,MARGINAL,1406
7.015,2.376,476.026,9.883,26.041,POTABLE,MARGINAL,1407
7.803,34.138,538.675,2.477,30.7,NON_POTABLE,NON_POTABLE,1408
7.364,0.927,330.515,7.003,30.081,POTABLE,POTABLE,1409
3.397,33.696,1213.628,1.514,32.211,NON_POTABLE,NON_POTABLE,1410
6.899,5.084,662.459,5.262,29.278,MARGINAL,MARGINAL,1411
7.404,0.0,296.22,7.121,20.085,POTABLE,POTABLE,1412
8.959,2.294,411.984,2.964,34.999,MARGINAL,MARGINAL,1413
6.73,1.182,503.305,7.866,20.289,MARGINAL,MARGINAL,1414
7.632,11.917,346.741,2.944,27.864,MARGINAL,MARGINAL,1415
6.375,3.021,432.385,8.474,29.036,POTABLE,MARGINAL,1416
6.047,2.527,48.734,9.889,21.457,POTABLE,MARGINAL,1417
7.299,3.515,670.314,7.634,27.266,MARGINAL,MARGINAL,1418
6.737,3.652,697.051,3.938,19.396,MARGINAL,MARGINAL,1419
6.883,0.0,252.905,8.82,25.14,POTABLE,POTABLE,1420
8.732,7.683,505.114,6.942,26.231,MARGINAL,MARGINAL,1421
7.231,9.529,328.101,4.484,25.595,MARGINAL,MARGINAL,1422
7.277,0.0,316.373,9.078,22.18,POTABLE,POTABLE,1423
8.268,5.334,731.652,8.018,23.72,MARGINAL,MARGINAL,1424
7.253,32.764,866.397,2.28,32.762,NON_POTABLE,NON_POTABLE,1425
7.064,0.0,301.928,7.207,28.524,POTABLE,POTABLE,1426
6.344,0.0,513.102,8.762,23.4,POTABLE,MARGINAL,1427
6.535,0.92,473.49,6.395,27.641,MARGINAL,MARGINAL,1428
7.53,5.034,458.526,7.759,34.805,POTABLE,MARGINAL,1429
7.318,4.489,539.576,7.688,25.056,MARGINAL,MARGINAL,1430
7.391,0.0,323.378,11.017,25.892,POTABLE,POTABLE,1431
8.155,5.711,346.318,3.617,21.104,MARGINAL,MARGINAL,1432
7.02,1.972,340.551,7.422,21.86,POTABLE,MARGINAL,1433
7.303,0.0,210.014,7.903,24.819,POTABLE,POTABLE,1434
7.163,3.11,473.875,7.758,18.493,POTABLE,MARGINAL,1435
6.876,0.0,323.624,7.654,25.388,POTABLE,POTABLE,1436
7.413,8.719,567.458,6.616,24.814,MARGINAL,MARGINAL,1437
7.432,5.342,352.618,10.017,21.065,POTABLE,MARGINAL,1438
6.458,3.652,423.493,9.424,20.693,POTABLE,MARGINAL,1439
7.532,0.029,360.427,10.53,29.306,POTABLE,POTABLE,1440
7.929,68.203,841.996,2.856,38.195,NON_POTABLE,NON_POTABLE,1441
6.897,2.297,146.864,8.031,28.188,POTABLE,MARGINAL,1442
8.354,0.0,571.75,8.692,23.612,POTABLE,MARGINAL,1443
5.379,52.538,737.129,2.83,27.21,NON_POTABLE,NON_POTABLE,1444
8.423,13.088,530.084,4.491,25.03,MARGINAL,MARGINAL,1445
8.195,5.947,514.653,7.8,21.219,MARGINAL,MARGINAL,1446
7.276,6.067,617.487,5.818,24.861,MARGINAL,MARGINAL,1447
7.058,25.615,690.414,6.787,25.285,MARGINAL,MARGINAL,1448
7.572,3.17,333.346,7.895,22.084,POTABLE,MARGINAL,1449
7.291,0.757,303.733,8.02,26.862,POTABLE,POTABLE,1450
5.763,3.029,285.098,8.915,30.906,POTABLE,MARGINAL,1451
7.713,0.091,237.491,8.922,22.688,POTABLE,POTABLE,1452
3.998,37.0,1419.751,3.204,32.033,NON_POTABLE,NON_POTABLE,1453
7.031,3.918,474.41,8.095,25.345,POTABLE,MARGINAL,1454
3.048,11.95,1135.443,2.178,38.134,NON_POTABLE,NON_POTABLE,1455
6.728,2.047,162.454,6.901,23.423,POTABLE,MARGINAL,1456
7.446,13.03,413.34,5.906,25.479,MARGINAL,MARGINAL,1457
4.491,57.88,985.501,2.55,32.513,NON_POTABLE,NON_POTABLE,1458
10.021,41.745,750.914,1.042,24.085,NON_POTABLE,NON_POTABLE,1459
5.967,0.0,401.488,6.862,23.398,MARGINAL,MARGINAL,1460
7.412,9.136,348.955,4.401,33.813,MARGINAL,MARGINAL,1461
8.158,12.553,755.854,4.983,29.003,MARGINAL,MARGINAL,1462
6.555,0.907,336.988,8.652,20.726,POTABLE,POTABLE,1463
7.106,2.812,234.34,8.9,27.841,POTABLE,MARGINAL,1464
6.551,0.0,361.209,9.153,24.935,POTABLE,POTABLE,1465
6.191,0.0,261.315,8.376,29.095,POTABLE,MARGINAL,1466
6.951,0.0,351.835,7.752,22.282,POTABLE,POTABLE,1467
0.55,40.473,653.598,2.381,26.443,NON_POTABLE,NON_POTABLE,1468
6.525,2.73,323.19,9.423,25.338,POTABLE,MARGINAL,1469
6.858,3.923,473.807,8.806,25.925,POTABLE,MARGINAL,1470
4.663,39.043,812.148,0.24,26.641,NON_POTABLE,NON_POTABLE,1471
7.86,59.904,1172.586,2.461,26.143,NON_POTABLE,NON_POTABLE,1472
1.082,32.403,730.96,2.256,26.831,NON_POTABLE,NON_POTABLE,1473
6.771,3.508,336.299,9.571,23.885,POTABLE,MARGINAL,1474
6.799,13.094,491.277,4.767,25.769,MARGINAL,MARGINAL,1475
6.811,4.297,354.744,7.994,22.317,POTABLE,MARGINAL,1476
7.372,15.784,558.505,3.583,30.636,MARGINAL,MARGINAL,1477
5.903,0.915,383.45,8.582,27.203,POTABLE,MARGINAL,1478
4.096,49.468,1303.865,4.377,23.67,NON_POTABLE,NON_POTABLE,1479
4.889,44.003,925.032,3.001,26.179,NON_POTABLE,NON_POTABLE,1480
6.074,31.367,747.705,4.714,32.556,NON_POTABLE,MARGINAL,1481
4.692,93.17,717.258,1.675,30.063,NON_POTABLE,NON_POTABLE,1482
8.172,10.713,698.799,6.032,20.952,MARGINAL,MARGINAL,1483
6.714,69.063,989.759,1.809,24.338,NON_POTABLE,NON_POTABLE,1484
8.02,0.0,277.065,7.327,22.214,POTABLE,POTABLE,1485
6.945,0.0,334.854,9.341,26.311,POTABLE,POTABLE,1486
6.427,5.357,444.657,6.051,33.979,MARGINAL,MARGINAL,1487
8.834,8.809,430.519,5.029,22.461,MARGINAL,MARGINAL,1488
7.681,0.708,425.8,2.884,26.351,MARGINAL,MARGINAL,1489
6.545,0.0,344.62,9.164,27.22,POTABLE,POTABLE,1490
8.322,3.656,563.803,5.782,26.552,MARGINAL,MARGINAL,1491
7.396,1.843,275.024,7.421,23.588,POTABLE,MARGINAL,1492
7.321,2.718,368.484,7.308,17.064,POTABLE,MARGINAL,1493
6.894,15.112,379.262,3.802,18.802,MARGINAL,MARGINAL,1494
6.969,5.837,473.743,6.529,22.876,POTABLE,MARGINAL,1495
6.418,21.227,415.776,6.117,27.868,MARGINAL,MARGINAL,1496
7.44,0.0,448.238,7.428,25.457,POTABLE,POTABLE,1497
6.331,0.0,319.778,6.469,26.848,POTABLE,MARGINAL,1498
6.719,7.329,585.039,5.396,17.904,MARGINAL,MARGINAL,1499
7.423,0.0,188.313,8.213,22.356,POTABLE,POTABLE,1500
5.786,0.0,253.595,9.901,19.448,POTABLE,MARGINAL,1501
7.702,3.235,636.643,4.425,23.948,MARGINAL,MARGINAL,1502
2.983,57.898,959.393,3.191,29.062,NON_POTABLE,NON_POTABLE,1503
7.44,0.0,493.648,8.242,23.456,POTABLE,POTABLE,1504
6.869,1.399,533.399,5.006,26.518,MARGINAL,MARGINAL,1505
7.171,0.0,219.688,8.303,20.87,POTABLE,POTABLE,1506
7.404,1.83,605.764,7.7,26.221,MARGINAL,MARGINAL,1507
7.235,0.0,433.28,9.768,25.631,POTABLE,POTABLE,1508
1.911,46.729,986.526,2.622,33.368,NON_POTABLE,NON_POTABLE,1509
7.545,0.318,300.685,6.181,26.014,POTABLE,MARGINAL,1510
7.3,0.0,489.69,9.387,23.73,POTABLE,POTABLE,1511
8.111,14.287,707.479,4.793,23.058,MARGINAL,MARGINAL,1512
6.966,4.844,291.448,8.647,26.68,POTABLE,MARGINAL,1513
4.589,70.694,1029.094,3.438,21.802,NON_POTABLE,NON_POTABLE,1514
6.923,1.029,477.288,8.402,23.327,POTABLE,MARGINAL,1515
7.303,3.065,84.006,6.836,31.157,POTABLE,MARGINAL,1516
7.13,0.387,342.78,7.323,31.83,POTABLE,POTABLE,1517
6.261,0.701,323.528,8.876,23.404,POTABLE,MARGINAL,1518
7.523,5.757,739.431,4.464,22.133,MARGINAL,MARGINAL,1519
7.953,10.778,575.987,7.672,29.786,MARGINAL,MARGINAL,1520
6.812,9.908,798.463,4.073,26.561,MARGINAL,MARGINAL,1521
7.249,0.0,543.367,7.58,29.425,MARGINAL,MARGINAL,1522
6.731,0.996,212.101,7.895,26.223,POTABLE,POTABLE,1523
5.535,69.44,937.477,2.026,36.554,NON_POTABLE,NON_POTABLE,1524
8.277,0.11,334.402,9.916,22.969,POTABLE,POTABLE,1525
7.442,0.0,384.982,8.661,26.106,POTABLE,POTABLE,1526
7.289,91.422,843.698,0.617,28.181,NON_POTABLE,NON_POTABLE,1527
6.931,0.0,164.75,8.991,23.71,POTABLE,POTABLE,1528
7.835,7.05,500.875,5.146,19.263,MARGINAL,MARGINAL,1529
7.376,2.94,283.027,8.17,23.74,POTABLE,MARGINAL,1530
7.286,0.0,620.247,10.35,21.789,POTABLE,MARGINAL,1531
6.33,35.677,1079.843,2.997,17.687,NON_POTABLE,NON_POTABLE,1532
7.433,4.157,185.448,8.366,21.095,POTABLE,MARGINAL,1533
7.824,12.499,631.063,3.606,30.083,MARGINAL,MARGINAL,1534
7.888,0.0,414.365,9.486,20.479,POTABLE,POTABLE,1535
7.486,5.145,306.589,5.776,31.888,MARGINAL,MARGINAL,1536
6.374,100.0,1355.963,2.586,29.067,NON_POTABLE,NON_POTABLE,1537
7.3,2.521,452.579,9.287,23.133,POTABLE,MARGINAL,1538
7.194,0.003,593.97,4.537,25.302,MARGINAL,MARGINAL,1539
7.935,0.0,431.758,8.35,24.301,POTABLE,POTABLE,1540
6.75,7.818,444.834,6.882,22.227,MARGINAL,MARGINAL,1541
7.348,1.613,538.215,9.255,21.499,POTABLE,MARGINAL,1542
6.362,0.0,322.847,6.992,27.992,POTABLE,MARGINAL,1543
6.794,0.0,355.899,10.006,26.446,POTABLE,POTABLE,1544
6.771,5.761,251.911,7.099,25.689,POTABLE,MARGINAL,1545
8.295,0.382,376.181,3.269,32.507,MARGINAL,MARGINAL,1546
8.023,0.0,421.758,5.895,17.86,POTABLE,MARGINAL,1547
6.957,0.0,472.219,9.651,24.356,POTABLE,POTABLE,1548
7.076,0.0,141.248,9.678,32.146,POTABLE,POTABLE,1549
5.682,1.663,255.015,6.521,27.226,MARGINAL,MARGINAL,1550
7.317,2.864,523.199,9.736,26.702,POTABLE,MARGINAL,1551
7.475,6.451,502.134,4.448,24.952,MARGINAL,MARGINAL,1552
4.365,79.185,621.066,0.0,31.887,NON_POTABLE,NON_POTABLE,1553
7.206,0.0,81.896,8.083,23.539,POTABLE,POTABLE,1554
5.688,93.332,1165.464,3.365,32.35,NON_POTABLE,NON_POTABLE,1555
8.517,1.924,368.042,6.997,22.828,POTABLE,MARGINAL,1556
4.846,81.959,627.792,0.429,19.646,NON_POTABLE,NON_POTABLE,1557
7.042,13.778,664.401,7.063,27.873,MARGINAL,MARGINAL,1558
9.135,7.736,469.745,7.212,24.994,MARGINAL,NON_POTABLE,1559
7.114,24.42,1157.814,2.465,27.7,NON_POTABLE,NON_POTABLE,1560
4.358,48.02,1053.438,1.115,31.274,NON_POTABLE,NON_POTABLE,1561
7.067,2.203,347.009,7.129,27.448,POTABLE,MARGINAL,1562
6.147,0.0,75.025,8.38,25.899,POTABLE,MARGINAL,1563
8.287,10.137,588.78,6.971,28.118,MARGINAL,MARGINAL,1564
6.847,5.787,539.631,5.123,24.047,MARGINAL,MARGINAL,1565
8.667,10.514,596.715,4.463,31.101,MARGINAL,MARGINAL,1566
7.941,7.443,496.775,6.61,25.436,MARGINAL,MARGINAL,1567
5.881,18.737,735.043,3.988,19.707,MARGINAL,MARGINAL,1568
4.036,92.223,669.945,2.455,33.942,NON_POTABLE,NON_POTABLE,1569
7.369,10.977,551.755,4.839,22.279,MARGINAL,MARGINAL,1570
7.063,0.0,458.191,9.946,19.384,POTABLE,POTABLE,1571
7.593,35.401,954.577,3.085,23.992,NON_POTABLE,MARGINAL,1572
5.938,0.0,336.995,8.081,25.398,POTABLE,MARGINAL,1573
6.923,4.664,641.694,4.705,20.334,MARGINAL,MARGINAL,1574
8.112,4.479,422.012,6.321,32.753,MARGINAL,MARGINAL,1575
7.47,8.161,667.7,2.833,23.083,MARGINAL,MARGINAL,1576
6.129,88.143,1247.718,0.356,34.026,NON_POTABLE,NON_POTABLE,1577
8.35,0.0,227.154,8.996,28.785,POTABLE,POTABLE,1578
8.087,0.0,445.954,7.742,36.348,MARGINAL,POTABLE,1579
6.081,3.822,385.525,7.849,22.724,POTABLE,MARGINAL,1580
8.049,33.116,724.004,2.955,30.77,NON_POTABLE,MARGINAL,1581
5.994,62.726,1211.129,2.774,25.806,NON_POTABLE,NON_POTABLE,1582
3.817,68.425,907.574,0.669,30.648,NON_POTABLE,NON_POTABLE,1583
4.218,83.744,952.464,3.352,29.163,NON_POTABLE,NON_POTABLE,1584
8.656,10.802,475.821,5.019,21.838,MARGINAL,MARGINAL,1585
7.527,2.016,437.191,7.681,27.109,POTABLE,MARGINAL,1586
7.003,0.273,450.095,8.321,28.166,POTABLE,POTABLE,1587
7.211,11.66,1041.277,4.672,23.067,NON_POTABLE,NON_POTABLE,1588
8.152,2.3,395.333,5.352,26.468,MARGINAL,MARGINAL,1589
8.166,11.319,466.85,5.218,18.502,MARGINAL,MARGINAL,1590
8.74,13.141,279.824,5.166,27.157,MARGINAL,MARGINAL,1591
8.982,2.03,499.915,3.978,19.81,MARGINAL,MARGINAL,1592
8.186,74.218,839.766,3.27,14.073,NON_POTABLE,NON_POTABLE,1593
6.541,8.232,290.159,4.552,24.249,MARGINAL,MARGINAL,1594
4.183,21.587,499.048,3.252,26.758,NON_POTABLE,NON_POTABLE,1595
2.219,100.0,1027.169,2.426,29.112,NON_POTABLE,NON_POTABLE,1596
6.125,13.348,623.25,3.487,26.314,MARGINAL,MARGINAL,1597
7.427,1.291,489.078,7.889,21.173,POTABLE,MARGINAL,1598
8.573,14.272,253.292,4.506,30.413,MARGINAL,MARGINAL,1599
2.141,34.438,1139.251,0.298,27.725,NON_POTABLE,NON_POTABLE,1600
0.597,59.335,728.055,2.73,29.059,NON_POTABLE,NON_POTABLE,1601
7.005,24.547,628.122,6.0,30.224,MARGINAL,MARGINAL,1602
0.0,75.541,715.683,2.05,27.363,NON_POTABLE,NON_POTABLE,1603
6.995,1.314,347.245,8.152,24.115,POTABLE,MARGINAL,1604
10.147,64.299,1085.725,1.152,22.75,NON_POTABLE,NON_POTABLE,1605
5.986,0.0,560.727,6.399,23.823,MARGINAL,MARGINAL,1606
7.432,17.688,525.716,4.683,24.425,MARGINAL,MARGINAL,1607
3.535,42.875,1165.347,1.482,28.537,NON_POTABLE,NON_POTABLE,1608
6.45,9.188,306.483,7.192,23.587,MARGINAL,MARGINAL,1609
8.052,1.925,244.861,8.752,30.204,POTABLE,MARGINAL,1610
6.825,0.0,133.927,7.948,19.979,POTABLE,POTABLE,1611
9.016,14.777,609.78,6.429,27.63,MARGINAL,NON_POTABLE,1612
7.637,0.0,236.003,8.753,30.118,POTABLE,POTABLE,1613
5.898,0.0,628.231,7.112,27.772,MARGINAL,MARGINAL,1614
8.044,10.725,631.023,4.357,27.043,MARGINAL,MARGINAL,1615
6.78,6.8,608.016,6.325,24.611,MARGINAL,MARGINAL,1616
6.969,0.0,463.91,8.133,25.337,POTABLE,POTABLE,1617
7.106,1.916,379.009,8.607,16.751,POTABLE,MARGINAL,1618
6.38,0.0,455.131,8.064,26.207,POTABLE,MARGINAL,1619
7.434,2.676,425.813,8.299,24.284,POTABLE,MARGINAL,1620
6.963,0.0,348.417,5.018,18.695,MARGINAL,MARGINAL,1621
6.263,0.0,304.799,8.609,26.595,POTABLE,MARGINAL,1622
7.279,13.048,301.067,5.479,26.678,MARGINAL,MARGINAL,1623
7.26,4.108,478.94,8.012,21.534,POTABLE,MARGINAL,1624
7.142,0.0,144.321,9.367,18.187,POTABLE,POTABLE,1625
8.285,11.075,518.451,5.338,31.0,MARGINAL,MARGINAL,1626
6.322,4.842,621.543,5.182,28.909,MARGINAL,MARGINAL,1627
7.531,11.774,486.042,4.326,27.086,MARGINAL,MARGINAL,1628
7.018,6.941,767.707,5.233,19.091,MARGINAL,MARGINAL,1629
8.446,8.989,516.091,5.858,27.747,MARGINAL,MARGINAL,1630
6.182,2.559,538.122,5.182,32.582,MARGINAL,MARGINAL,1631
6.713,10.006,410.974,7.093,32.83,MARGINAL,MARGINAL,1632
7.45,20.709,746.715,5.903,25.811,MARGINAL,MARGINAL,1633
7.509,59.095,1182.173,1.793,33.247,NON_POTABLE,NON_POTABLE,1634
7.901,9.907,396.919,6.566,25.297,MARGINAL,MARGINAL,1635
7.071,0.0,238.31,7.578,26.525,POTABLE,POTABLE,1636
6.259,2.701,342.511,6.396,26.244,POTABLE,MARGINAL,1637
7.965,10.394,406.66,6.29,24.894,MARGINAL,MARGINAL,1638
7.522,4.621,500.166,10.316,21.045,POTABLE,MARGINAL,1639
6.759,0.0,520.24,8.786,23.183,POTABLE,MARGINAL,1640
7.353,2.368,387.588,4.143,18.209,MARGINAL,MARGINAL,1641
5.758,4.014,912.803,3.932,30.914,NON_POTABLE,MARGINAL,1642
8.425,0.0,404.575,3.786,24.956,MARGINAL,MARGINAL,1643
6.905,0.412,345.181,9.133,24.394,POTABLE,POTABLE,1644
8.074,12.141,435.58,8.193,25.62,MARGINAL,MARGINAL,1645
7.687,1.45,439.375,11.731,22.74,POTABLE,MARGINAL,1646
6.713,5.625,578.956,4.524,30.092,MARGINAL,MARGINAL,1647
5.397,36.706,747.268,0.0,22.59,NON_POTABLE,NON_POTABLE,1648
7.113,0.0,346.453,8.118,30.454,POTABLE,POTABLE,1649
6.709,7.596,459.571,3.767,18.349,MARGINAL,MARGINAL,1650
7.653,0.0,347.34,9.026,22.868,POTABLE,POTABLE,1651
6.289,3.083,543.007,7.909,21.418,POTABLE,MARGINAL,1652
8.353,0.0,268.918,7.253,27.124,POTABLE,POTABLE,1653
7.082,0.0,407.678,10.739,22.966,POTABLE,POTABLE,1654
7.834,0.0,228.295,8.013,24.77,POTABLE,POTABLE,1655
6.45,0.0,512.871,8.53,16.769,POTABLE,MARGINAL,1656
7.735,0.0,100.033,8.008,28.834,POTABLE,POTABLE,1657
7.023,1.13,305.716,7.616,28.267,POTABLE,MARGINAL,1658
6.657,0.0,157.386,10.465,23.948,POTABLE,POTABLE,1659
4.81,5.141,759.417,1.503,28.427,NON_POTABLE,NON_POTABLE,1660
7.309,58.872,659.107,2.764,31.012,NON_POTABLE,NON_POTABLE,1661
5.583,0.0,421.906,9.56,20.652,POTABLE,MARGINAL,1662
6.339,0.0,469.618,9.11,22.55,POTABLE,MARGINAL,1663
7.097,0.904,184.366,7.397,28.993,POTABLE,POTABLE,1664
8.322,13.868,470.193,4.573,22.948,MARGINAL,MARGINAL,1665
